ID,sex,year_birth,race,experience,hours,wage,tenure,industry,occup,education
4031,male,1981,non-black / non-hispanic,383,40,26.42,316,"finance, insurance, real estate, other professional","Installation, maintenance, and repair",high school
4033,male,1981,non-black / non-hispanic,499,35,12,171,"entertainment, accomodation, food and other services",Office and administrative support,some  college
4034,female,1981,non-black / non-hispanic,313,15,9,44,"entertainment, accomodation, food and other services",Teachers,high school
4037,male,1981,non-black / non-hispanic,635,55,7.6900001,143,construction,Construction and extraction,high school
4038,male,1982,non-black / non-hispanic,570,40,20.540001,265,"education, health, social services",Services,college/graduate degree
4040,female,1982,non-black / non-hispanic,473,45,17.74,165,trade,Office and administrative support,some  college
4041,male,1983,non-black / non-hispanic,708,40,17,699,"agriculture, mining, manufacturing",Office and administrative support,college/graduate degree
4042,female,1980,non-black / non-hispanic,708,30,7.5,72,"entertainment, accomodation, food and other services",Services,high school
4044,male,1983,non-black / non-hispanic,99,40,13,10,"agriculture, mining, manufacturing",Construction and extraction,high school
4045,male,1983,non-black / non-hispanic,274,40,10.25,72,trade,Services,some  college
4046,female,1981,black,288,20,7.3200002,73,"education, health, social services",Services,some  college
4047,female,1984,black,259,40,12.16,59,"finance, insurance, real estate, other professional",Office and administrative support,some  college
4048,male,1980,non-black / non-hispanic,480,40,10,14,"transportation, communication",Transportation and material moving,high school
4049,female,1981,non-black / non-hispanic,448,40,12.5,68,"education, health, social services",Office and administrative support,some  college
4050,male,1980,non-black / non-hispanic,638,60,15,582,"finance, insurance, real estate, other professional","Management, business, and financial",some  college
4051,male,1981,non-black / non-hispanic,531,40,17.200001,246,construction,"Installation, maintenance, and repair",high school
4052,female,1980,non-black / non-hispanic,542,12,0,229,"entertainment, accomodation, food and other services",Services,ged or none
4053,female,1980,non-black / non-hispanic,400,45,10.75,1,trade,"Management, business, and financial",college/graduate degree
4054,male,1981,hispanic,566,40,17,94,"agriculture, mining, manufacturing",Construction and extraction,high school
4055,female,1982,hispanic,477,30,8.25,156,trade,Sales and related,high school
4056,male,1982,non-black / non-hispanic,312,40,10,31,construction,Construction and extraction,ged or none
4057,male,1981,non-black / non-hispanic,462,70,14.29,48,"transportation, communication",Transportation and material moving,high school
4058,female,1982,hispanic,602,25,9.5,88,trade,Sales and related,some  college
4059,male,1984,non-black / non-hispanic,315,45,8.8900003,117,"entertainment, accomodation, food and other services","Installation, maintenance, and repair",high school
4061,female,1981,non-black / non-hispanic,329,40,11.68,74,"education, health, social services",Services,ged or none
4062,female,1980,non-black / non-hispanic,718,30,18,142,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
4063,male,1981,black,397,40,16,206,construction,Construction and extraction,high school
4064,male,1981,non-black / non-hispanic,576,40,41.5,210,"education, health, social services","Installation, maintenance, and repair",college/graduate degree
4065,male,1980,non-black / non-hispanic,735,40,9,700,"entertainment, accomodation, food and other services","Management, business, and financial",high school
4066,male,1982,non-black / non-hispanic,774,40,15.19,276,"agriculture, mining, manufacturing",Production,ged or none
4067,female,1984,non-black / non-hispanic,515,20,8.5,-3,"entertainment, accomodation, food and other services",Services,high school
4069,female,1983,black,167,40,20,22,"entertainment, accomodation, food and other services",Services,ged or none
4071,female,1984,non-black / non-hispanic,247,30,15,352,"finance, insurance, real estate, other professional",Services,high school
4072,male,1981,non-black / non-hispanic,461,40,17,181,construction,Construction and extraction,high school
4073,male,1984,non-black / non-hispanic,460,40,15,50,"agriculture, mining, manufacturing",Production,some  college
4074,female,1984,non-black / non-hispanic,317,36,18.9,4,"education, health, social services",Services,college/graduate degree
4076,female,1984,non-black / non-hispanic,409,38,8.25,63,trade,Sales and related,high school
4077,male,1983,non-black / non-hispanic,322,40,10.5,115,"agriculture, mining, manufacturing",Transportation and material moving,some  college
4078,female,1980,non-black / non-hispanic,732,40,0,177,construction,Office and administrative support,high school
4079,male,1983,non-black / non-hispanic,567,40,14.24,308,"agriculture, mining, manufacturing",Production,high school
4080,male,1980,hispanic,574,40,10.42,323,"public administration, military and special",Professional and related,some  college
4081,female,1982,non-black / non-hispanic,293,40,23.690001,151,"education, health, social services",Teachers,college/graduate degree
4082,female,1980,black,374,10,10,22,"education, health, social services",Services,college/graduate degree
4084,male,1984,hispanic,443,65,10.36,26,"entertainment, accomodation, food and other services","Management, business, and financial",some  college
4085,male,1981,non-black / non-hispanic,350,40,9.3800001,55,"finance, insurance, real estate, other professional",Services,high school
4086,male,1984,non-black / non-hispanic,437,40,14,56,"finance, insurance, real estate, other professional",Professional and related,ged or none
4087,male,1980,non-black / non-hispanic,715,45,22.219999,257,"agriculture, mining, manufacturing",Production,some  college
4090,female,1983,black,73,30,13.33,56,"entertainment, accomodation, food and other services",Services,some  college
4091,female,1983,black,446,40,12.55,185,trade,Sales and related,high school
4094,female,1982,non-black / non-hispanic,485,45,15.04,14,"entertainment, accomodation, food and other services","Management, business, and financial",high school
4097,male,1982,non-black / non-hispanic,437,40,26,318,"public administration, military and special",Services,college/graduate degree
4098,female,1981,non-black / non-hispanic,966,40,22,882,construction,Office and administrative support,college/graduate degree
4099,female,1980,non-black / non-hispanic,513,40,21.51,306,"public administration, military and special",Professional and related,college/graduate degree
4100,male,1983,non-black / non-hispanic,245,45,23.68,162,trade,"Management, business, and financial",college/graduate degree
4101,male,1984,non-black / non-hispanic,211,40,28.85,8,"finance, insurance, real estate, other professional",Services,college/graduate degree
4103,female,1981,hispanic,488,25,19.23,73,"education, health, social services",Teachers,college/graduate degree
4104,female,1983,non-black / non-hispanic,380,40,11,23,"education, health, social services",Office and administrative support,some  college
4105,female,1981,non-black / non-hispanic,186,40,15,53,"education, health, social services","Management, business, and financial",college/graduate degree
4108,male,1980,non-black / non-hispanic,648,20,7.25,72,"education, health, social services",Teachers,some  college
4109,male,1983,non-black / non-hispanic,594,40,14.57,589,trade,Sales and related,college/graduate degree
4110,male,1980,non-black / non-hispanic,701,40,11.75,637,trade,Sales and related,some  college
4112,male,1980,non-black / non-hispanic,379,50,46.150002,326,"public administration, military and special",Professional and related,college/graduate degree
